clam_1,Unknown,Valid,0,17.711813
clam_2,Unknown,Valid,0,49.820263
clam_3,Unknown,Valid,0,14.563233
clam_4,Unknown,Valid,0,77.87817
clam_5,Unknown,Valid,0,51.38124
clam_6,Unknown,Valid,0,139.97717
clam_7,Unknown,Valid,0,203.63898
clam_8,Unknown,Valid,0,244.01126
clam_9,Unknown,Valid,0,605.7517
clam_10,Unknown,Valid,0,53.198067
clam_11,Unknown,Valid,0,1562.2134
clam_12,Unknown,Valid,0,136.55165
clam_13,Unknown,Valid,0,52.341484
clam_14,Unknown,Timeout,0,600627.3
clam_15,Unknown,Valid,0,8.214701
clam_16,Unknown,Valid,0,25.693768
clam_17,Unknown,Valid,0,91.58734
clam_18,Unknown,Valid,0,43589.652
clam_19,Unknown,Valid,0,116.85548
clam_20,Unknown,Valid,0,184.10501
clam_21,Unknown,Timeout,0,600393.75
clam_22,Unknown,Valid,0,63.690723
clam_23,Unknown,Valid,0,258.09872
clam_24,Unknown,Valid,0,9.641666
clam_25,Unknown,Valid,0,22.4928
clam_26,Unknown,Valid,0,31.264223
clam_27,Unknown,Valid,0,393.1965
clam_28,Unknown,Valid,0,4455.1143
clam_29,Unknown,Invalid,0,324674
clam_30,Unknown,Valid,0,121.77134
clam_31,Unknown,Invalid,0,67384.11
clam_32,Unknown,Invalid,0,27569.57
clam_33,Unknown,Invalid,0,10.475548
clam_34,Unknown,Valid,0,26649.232
clam_35,Unknown,Timeout,0,614352.06
clam_48,Unknown,Valid,0,98.18715
clam_49,Unknown,Timeout,0,602469.3
clam_50,Unknown,Timeout,0,601913.94
clam_75,Unknown,Valid,0,138.17747
clam_76,Unknown,Valid,0,2224.4534
clam_77,Unknown,Timeout,0,600094.56
clam_78,Unknown,Valid,0,337564.47
clam_79,Unknown,Valid,0,39142.617
clam_80,Unknown,Valid,0,1674.4095
clam_81,Unknown,Timeout,0,603588.44
clam_82,Unknown,Valid,0,12898.912
clam_83,Unknown,Timeout,0,600243.8
clam_84,Unknown,Invalid,0,25.557638
clam_85,Unknown,Valid,0,114.310356
