name,result,time,num_lemmas,num_lemmas_attempted,num_lemmas_proven,result_cyclic,time_cyclic,num_lemmas_cyclic,num_attempted_lemmas_cyclic,num_proven_lemmas_cyclic
clam_1,Valid,15.607902,3,2,2,Unknown,0,0,0,0
clam_2,Valid,113.11592,4,3,3,Unknown,0,0,0,0
clam_3,Valid,7.9715114,0,0,0,Unknown,0,0,0,0
clam_4,Valid,81.953964,3,2,2,Unknown,0,0,0,0
clam_5,Valid,17.626633,1,1,1,Unknown,0,0,0,0
clam_6,Valid,45.27716,1,1,1,Unknown,0,0,0,0
clam_7,Valid,32.773125,2,1,1,Unknown,0,0,0,0
clam_8,Valid,73.295166,6,2,2,Unknown,0,0,0,0
clam_9,Valid,85.22476,7,2,2,Unknown,0,0,0,0
clam_10,Valid,18.915741,1,1,1,Unknown,0,0,0,0
clam_11,Valid,3674.4678,35,33,33,Unknown,0,0,0,0
clam_12,Valid,60.8664,1,1,1,Unknown,0,0,0,0
clam_13,Valid,26.166803,7,7,3,Unknown,0,0,0,0
clam_14,Timeout,60313.39,138,107,5,Unknown,0,0,0,0
clam_15,Valid,6.130013,1,1,1,Unknown,0,0,0,0
clam_16,Valid,17.26434,3,3,3,Unknown,0,0,0,0
clam_17,Valid,118.50872,5,4,4,Unknown,0,0,0,0
clam_18,Valid,3522.7437,35,33,33,Unknown,0,0,0,0
clam_19,Valid,162.02327,5,4,4,Unknown,0,0,0,0
clam_20,Valid,201.91312,5,5,5,Unknown,0,0,0,0
clam_21,Timeout,140878.6,58,22,1,Unknown,0,0,0,0
clam_22,Valid,259.71622,7,6,6,Unknown,0,0,0,0
clam_23,Valid,235.83812,7,6,6,Unknown,0,0,0,0
clam_24,Valid,24.5256,2,2,2,Unknown,0,0,0,0
clam_25,Valid,18.24294,1,1,1,Unknown,0,0,0,0
clam_26,Valid,23.050993,2,2,2,Unknown,0,0,0,0
clam_27,Valid,199.2201,6,4,4,Unknown,0,0,0,0
clam_28,Valid,1734.4097,10,7,7,Unknown,0,0,0,0
clam_29,Valid,450.89853,13,10,10,Unknown,0,0,0,0
clam_30,Valid,62.932327,4,4,4,Unknown,0,0,0,0
clam_31,Timeout,60203.8,222,0,0,Unknown,0,0,0,0
clam_32,Timeout,60164.406,391,208,0,Unknown,0,0,0,0
clam_33,Timeout,60259.445,12,9,8,Unknown,0,0,0,0
clam_34,Valid,509.57275,8,6,2,Unknown,0,0,0,0
clam_35,Valid,21217.99,7,6,3,Unknown,0,0,0,0
clam_36,Valid,30.763252,1,1,0,Unknown,0,0,0,0
clam_37,Valid,21.944937,0,0,0,Unknown,0,0,0,0
clam_38,Valid,37.760506,1,1,1,Unknown,0,0,0,0
clam_40,Timeout,60204.703,125,78,20,Unknown,0,0,0,0
clam_41,Timeout,62356.797,65,55,8,Unknown,0,0,0,0
clam_42,Timeout,61659.813,11,9,1,Unknown,0,0,0,0
clam_43,Valid,646.0213,10,8,1,Unknown,0,0,0,0
clam_44,Timeout,60242.75,66,66,4,Unknown,0,0,0,0
clam_45,Valid,47.954937,5,5,2,Unknown,0,0,0,0
clam_46,Valid,104.490234,3,3,1,Unknown,0,0,0,0
clam_47,Valid,185.83286,6,6,0,Unknown,0,0,0,0
clam_48,Valid,216.25716,5,3,3,Unknown,0,0,0,0
clam_49,Timeout,68333.44,64,45,1,Unknown,0,0,0,0
clam_50,Timeout,60204.188,89,76,4,Unknown,0,0,0,0
clam_75,Valid,75.85227,1,1,1,Unknown,0,0,0,0
clam_76,Valid,371.15704,1,1,1,Unknown,0,0,0,0
clam_77,Valid,160.2237,3,2,2,Unknown,0,0,0,0
clam_78,Timeout,60360.69,185,3,3,Unknown,0,0,0,0
clam_79,Valid,5068.506,36,33,33,Unknown,0,0,0,0
clam_80,Valid,5875.401,34,32,32,Unknown,0,0,0,0
clam_81,Valid,360.43344,4,4,4,Unknown,0,0,0,0
clam_82,Valid,331.6743,4,2,2,Unknown,0,0,0,0
clam_83,Timeout,66260.9,58,22,1,Unknown,0,0,0,0
clam_84,Timeout,60259.254,25,15,11,Unknown,0,0,0,0
clam_85,Valid,513.9943,2,2,2,Unknown,0,0,0,0
clam_86,Timeout,64761.51,30,25,8,Unknown,0,0,0,0
