goal_01,Unknown,Valid,0,26.463276
goal_02,Unknown,Valid,0,41.686466
goal_03,Unknown,Valid,0,92.892395
goal_04,Unknown,Valid,0,45.44161
goal_05,Unknown,Valid,0,17.832672
goal_06,Unknown,Valid,0,1.969056
goal_07,Unknown,Valid,0,2.0726771
goal_08,Unknown,Valid,0,4.2520947
goal_09,Unknown,Valid,0,17.089907
goal_10,Unknown,Valid,0,1.910085
goal_11,Unknown,Valid,0,2.163669
goal_12,Unknown,Valid,0,11.635662
goal_13,Unknown,Valid,0,5.439795
goal_14,Unknown,Valid,0,17.948816
goal_15,Unknown,Valid,0,37.80779
goal_16,Unknown,Valid,0,4.806538
goal_17,Unknown,Valid,0,2.8743699
goal_18,Unknown,Valid,0,2.525199
goal_19,Unknown,Valid,0,33.649734
goal_20,Unknown,Valid,0,72.62471
goal_21,Unknown,Valid,0,2.9600961
goal_22,Unknown,Valid,0,14.031353
goal_23,Unknown,Valid,0,7.6716647
goal_24,Unknown,Valid,0,18.104227
goal_25,Unknown,Valid,0,14.670185
goal_26,Unknown,Valid,0,29.153269
goal_27,Unknown,Valid,0,35.427803
goal_28,Unknown,Valid,0,86.27817
goal_29,Unknown,Valid,0,296.78085
goal_30,Unknown,Valid,0,63192.395
goal_31,Unknown,Valid,0,15.803933
goal_32,Unknown,Valid,0,8.595844
goal_33,Unknown,Valid,0,12.7771845
goal_34,Unknown,Valid,0,18.04585
goal_35,Unknown,Valid,0,2.917563
goal_36,Unknown,Valid,0,2.9406798
goal_37,Unknown,Valid,0,32.61648
goal_38,Unknown,Valid,0,56.101093
goal_39,Unknown,Valid,0,10.7187395
goal_40,Unknown,Valid,0,2.449055
goal_41,Unknown,Valid,0,10.443877
goal_42,Unknown,Valid,0,6.463572
goal_43,Unknown,Valid,0,6.757584
goal_44,Unknown,Valid,0,8.105715
goal_45,Unknown,Valid,0,8.107839
goal_46,Unknown,Valid,0,1.807307
goal_47,Unknown,Valid,0,270.9226
goal_48,Unknown,Valid,0,18.773779
goal_49,Unknown,Valid,0,100.71738
goal_50,Unknown,Valid,0,18.488892
goal_51,Unknown,Valid,0,30.364183
goal_52,Unknown,Timeout,0,600323.94
goal_53,Unknown,Timeout,0,601911.44
goal_54,Unknown,Valid,0,542.2852
goal_55,Unknown,Valid,0,17.100903
goal_56,Unknown,Valid,0,59.21525
goal_57,Unknown,Valid,0,62.270535
goal_58,Unknown,Valid,0,271.90524
goal_59,Unknown,Valid,0,84.30592
goal_60,Unknown,Valid,0,15.698161
goal_61,Unknown,Valid,0,52.480465
goal_62,Unknown,Valid,0,65.244514
goal_63,Unknown,Valid,0,4.362648
goal_64,Unknown,Valid,0,23.900692
goal_65,Unknown,Valid,0,25.767647
goal_66,Unknown,Valid,0,19.757608
goal_67,Unknown,Timeout,0,600591.94
goal_68,Unknown,Valid,0,10.09595
goal_69,Unknown,Timeout,0,604134.7
goal_70,Unknown,Valid,0,24.11738
goal_71,Unknown,Valid,0,2.9539118
goal_72,Unknown,Invalid,0,603328.7
goal_73,Unknown,Valid,0,421.9232
goal_74,Unknown,Timeout,0,600172
goal_75,Unknown,Timeout,0,600477.75
goal_76,Unknown,Timeout,0,600125
goal_77,Unknown,Valid,0,112.53459
goal_78,Unknown,Valid,0,35.64909
goal_79,Unknown,Timeout,0,611477.9
goal_80,Unknown,Timeout,0,600122.3
goal_81,Unknown,Valid,0,3.8486762
goal_82,Unknown,Valid,0,54.301018
goal_83,Unknown,Valid,0,1730.5863
goal_84,Unknown,Valid,0,95.83185
goal_85,Unknown,Valid,0,162.28691
goal_86,Unknown,Valid,0,164.93643
goal_87,Unknown,Invalid,0,13104.361
